flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
264,0,264,264,0,0,0,264,`108,lib_a-fputwc.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
756,0,756,756,0,0,0,756,`2f4,lib_a-fvwrite.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
176,0,176,176,0,0,0,176,`b0,lib_a-wbuf.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
60,0,60,60,0,0,0,60,`3c,lib_a-wcrtomb.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
8,0,8,8,0,0,0,8,`8,lib_a-aeabi_memclr.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
257,0,257,0,257,0,0,257,`101,lib_a-ctype_.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
1072,1068,4,0,4,1068,0,1072,`430,lib_a-impure.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
19,2,17,0,17,2,0,19,`13,lib_a-lnumeric.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
4,8,0,0,0,4,4,8,`8,lib_a-environ.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
41949,1454,40507,38958,1549,1442,12,41961,`a3e9,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/vendor/T5/toolchain/gcc-arm-none-eabi-10.3-2021.10/bin/../lib/gcc/arm-none-eabi/10.3.1/../../../../arm-none-eabi/lib/thumb/v8-m.main+fp/hard/libc.a
2142,0,2142,2142,0,0,0,2142,`85e,tutu_basicop_armv5te_rvct.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
142,0,142,142,0,0,0,142,`8e,tutu_pflpop_armv7a_rvct.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
130,0,130,130,0,0,0,130,`82,tutu_preprop_armv7a_rvct.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
456,0,456,456,0,0,0,456,`1c8,tutu_comm_armv7a_rvct.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
880,492,388,388,0,492,0,880,`370,tutuClear.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
298,0,298,298,0,0,0,298,`12a,tutuLrn.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
946,0,946,946,0,0,0,946,`3b2,tutu_core.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
712,0,712,712,0,0,0,712,`2c8,tutu_ctrl.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
1772,0,1772,1762,10,0,0,1772,`6ec,tutu_init.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
288,0,288,288,0,0,0,288,`120,tutu_memctrl.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
1660,0,1660,1660,0,0,0,1660,`67c,tutu_pflpop.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
96,0,96,96,0,0,0,96,`60,tutu_preproc.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
642,0,642,642,0,0,0,642,`282,tutu_t2f.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
204280,0,204280,1672,202608,0,0,204280,`31df8,tutu_vtrgr.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
712,0,712,712,0,0,0,712,`2c8,tutu_basicop.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
1616,0,1616,1616,0,0,0,1616,`650,tutu_comm.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
36,0,36,36,0,0,0,36,`24,tutu_diagnostics.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
312,0,312,268,44,0,0,312,`138,tutu_fft_lib.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
4106,0,4106,0,4106,0,0,4106,`100a,tutu_constvar.o (ex /home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a),/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
221226,492,220734,13966,206768,492,0,221226,`3602a,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a,/home/jiayi/project/T5_TuyaOS-3.13.6/software/TuyaOS/libs/app_libs/libtutuClear.a
2554,24,2554,1632,922,0,24,2578,`a12,trap_base_smp.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
511,16,511,448,63,0,16,527,`20f,mpu.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
511,0,511,268,243,0,0,511,`1ff,stack_base.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
112,0,112,112,0,0,0,112,`70,arm.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
252,256,252,252,0,0,256,508,`1fc,arch_interrupt.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
112,0,112,112,0,0,0,112,`70,dwt.c.obj (ex armino/cm33/libcm33.a),armino/cm33/libcm33.a
4052,296,4052,2824,1228,0,296,4348,`10fc,armino/cm33/libcm33.a,armino/cm33/libcm33.a
171,4,171,144,27,0,4,175,`af,reset_reason.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
56,13,56,56,0,0,13,69,`45,wdt_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3001,246,2992,1492,1500,9,237,3238,`ca6,gpio_driver_base.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3047,4,3047,2028,1019,0,4,3051,`beb,bk_api_ipc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
466,24,466,436,30,0,24,490,`1ea,amp_res_lock.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1236,256,1236,926,310,0,256,1492,`5d4,spinlock.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
292,0,292,292,0,0,0,292,`124,sys_int_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
330,0,330,330,0,0,0,330,`14a,sys_clock_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
668,0,668,156,512,0,0,668,`29c,interrupt_base.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
40,0,40,40,0,0,0,40,`28,aon_pmu_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1447,673,1447,1432,15,0,673,2120,`848,mailbox_channel.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1030,120,1030,962,68,0,120,1150,`47e,mb_ipc_cmd.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
156,0,156,156,0,0,0,156,`9c,mb_chnl_buff.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1768,0,1768,1768,0,0,0,1768,`6e8,interrupt.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
78,0,78,38,40,0,0,78,`4e,sys_driver_common.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
256,111,256,256,0,0,111,367,`16f,mbox0_adapter.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
428,25,428,404,24,0,25,453,`1c5,mbox0_drv.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
70,0,70,70,0,0,0,70,`46,mbox0_cross_core.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
252,17,252,252,0,0,17,269,`10d,flash_notify.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2399,10,2399,1214,1185,0,10,2409,`969,flash_client.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
116,0,116,116,0,0,0,116,`74,driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
106,0,106,106,0,0,0,106,`6a,sys_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
172,0,172,172,0,0,0,172,`ac,sys_ps_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
26,0,26,26,0,0,0,26,`1a,sys_psram_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
24,460,24,24,0,0,460,484,`1e4,drv_model.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
360,33,360,360,0,0,33,393,`189,timer_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3277,141,3229,2814,415,48,93,3370,`d2a,uart_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
4546,0,4546,4428,118,0,0,4546,`11c2,printf.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
275,10,275,176,99,0,10,285,`11d,saradc_client.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
64,4,64,64,0,0,4,68,`44,saradc_notify.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1362,28,1362,1192,170,0,28,1390,`56e,pwr_clk.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
444,560,444,444,0,0,560,1004,`3ec,pm_ap_misc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
745,4,745,440,305,0,4,749,`2ed,pm_ap_core.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1779,45,1779,1460,319,0,45,1824,`720,h264_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1449,13,1449,1032,417,0,13,1462,`5b6,rott_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1080,81,1080,908,172,0,81,1161,`489,yuv_buf_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3333,44,3329,2880,449,4,40,3373,`d2d,hw_scale_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
10,0,10,10,0,0,0,10,`a,sys_usb_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3422,669,3422,3106,316,0,669,4091,`ffb,dma_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
3175,153,3175,2942,233,0,153,3328,`d00,i2c_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2709,257,2709,2580,129,0,257,2966,`b96,pwm_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
7017,304,7017,6480,537,0,304,7321,`1c99,i2s_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
7617,304,7617,6664,953,0,304,7921,`1ef1,i2s_multi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2685,63,2685,2322,363,0,63,2748,`abc,lcd_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1243,45,1243,982,261,0,45,1288,`508,jpeg_dec_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
690,25,690,566,124,0,25,715,`2cb,dma2d_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
156,13,156,156,0,0,13,169,`a9,trng_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1003,146,907,760,147,96,50,1053,`41d,spi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
32,64,32,32,0,0,64,96,`60,spi_statis.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
912,25,888,820,68,24,1,913,`391,qspi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
2829,30,2804,2232,572,25,5,2834,`b12,lcd_qspi_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
904,71,898,868,30,6,65,969,`3c9,jpeg_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
209,2,209,144,65,0,2,211,`d3,psram_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
104,8,104,104,0,0,8,112,`70,aon_rtc_driver_64bit.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
884,30,884,584,300,0,30,914,`392,sdio_host_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
608,21,608,608,0,0,21,629,`275,aud_common_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1215,0,1215,1022,193,0,0,1215,`4bf,aud_adc_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
884,0,884,684,200,0,0,884,`374,aud_dmic_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
1312,0,1312,1078,234,0,0,1312,`520,aud_dac_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
676,0,676,676,0,0,0,676,`2a4,audio_ring_buff.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
4216,1753,3808,3340,468,408,1345,5561,`15b9,mb_ipc.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
141,0,141,88,53,0,0,141,`8d,mb_ipc_heartbeat.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
521,0,521,240,281,0,0,521,`209,gpio_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
550,8,550,412,138,0,8,558,`22e,pm_ap_demo.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
718,0,718,718,0,0,0,718,`2ce,sys_audio_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
572,4,572,572,0,0,4,576,`240,sys_video_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
104,0,104,104,0,0,0,104,`68,sys_bt_driver.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
718,0,718,678,40,0,0,718,`2ce,lcd_spi.c.obj (ex armino/driver/libdriver.a),armino/driver/libdriver.a
84185,6921,83565,70666,12899,620,6301,90486,`16176,armino/driver/libdriver.a,armino/driver/libdriver.a
1126,75,1125,1044,81,1,74,1200,`4b0,printf.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
24,0,24,24,0,0,0,24,`18,reboot.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
36,1,36,36,0,0,1,37,`25,printf_base.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
54,0,54,54,0,0,0,54,`36,delay.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
34,0,34,34,0,0,0,34,`22,tick.c.obj (ex armino/bk_system/libbk_system.a),armino/bk_system/libbk_system.a
1274,76,1273,1192,81,1,75,1349,`545,armino/bk_system/libbk_system.a,armino/bk_system/libbk_system.a
260,4,260,172,88,0,4,264,`108,components_init.c.obj (ex armino/bk_init/libbk_init.a),armino/bk_init/libbk_init.a
213,0,213,164,49,0,0,213,`d5,bk_init.c.obj (ex armino/bk_init/libbk_init.a),armino/bk_init/libbk_init.a
473,4,473,336,137,0,4,477,`1dd,armino/bk_init/libbk_init.a,armino/bk_init/libbk_init.a
2119,11,2117,1672,445,2,9,2128,`850,cli_main.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1096,16,1096,786,310,0,16,1112,`458,cli_pwr.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
41,0,41,12,29,0,0,41,`29,cli_iperf.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1273,0,1273,752,521,0,0,1273,`4f9,cli_netif.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
6274,120,6262,5108,1154,12,108,6382,`18ee,cli_i2s.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
5707,9343,5604,5190,414,103,9240,14947,`3a63,shell_task.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
1326,276,1050,1018,32,276,0,1326,`52e,shell_mailbox_cp1.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
800,0,800,372,428,0,0,800,`320,cli_modem.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
912,0,912,712,200,0,0,912,`390,cli_event.c.obj (ex armino/bk_cli/libbk_cli.a),armino/bk_cli/libbk_cli.a
19548,9766,19155,15622,3533,393,9373,28921,`70f9,armino/bk_cli/libbk_cli.a,armino/bk_cli/libbk_cli.a
1124,20,1124,724,400,0,20,1144,`478,tkl_sleep.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
280,16,280,280,0,0,16,296,`128,tuya_tkl_ipc.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
400,12,400,346,54,0,12,412,`19c,tkl_hci_1.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
653,20,653,420,233,0,20,673,`2a1,tkl_wakeup.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1563,100,1563,1168,395,0,100,1663,`67f,tuya_mem_heap.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
570,0,570,304,266,0,0,570,`23a,cli_tuya_test_1.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
665,4,665,380,285,0,4,669,`29d,tkl_memory.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
375,0,375,320,55,0,0,375,`177,tkl_mutex.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
176,0,176,176,0,0,0,176,`b0,tkl_semaphore.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
693,5,693,478,215,0,5,698,`2ba,tkl_system.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
251,16,251,160,91,0,16,267,`10b,tkl_ipc.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
6525,590,6221,4524,1697,304,286,6811,`1a9b,tkl_wifi.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
454,4,454,426,28,0,4,458,`1ca,tkl_flash.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
731,8,731,468,263,0,8,739,`2e3,test_lp.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1417,684,733,572,161,684,0,1417,`589,tkl_gpio.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
2819,64,2795,2584,211,24,40,2859,`b2b,tkl_qspi.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
244,2,242,160,82,2,0,244,`f4,tkl_uart.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1585,797,1585,1504,81,0,797,2382,`94e,tuya_dma.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
28,0,28,28,0,0,0,28,`1c,tkl_output.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
206,0,206,206,0,0,0,206,`ce,tkl_queue.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
166,0,166,166,0,0,0,166,`a6,tkl_thread.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
40,4,40,40,0,0,4,44,`2c,tkl_wired.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
3275,51,3267,2352,915,8,43,3318,`cf6,tkl_audio.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
258,0,258,258,0,0,0,258,`102,tkl_pinmux.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
1582,8,1582,1472,110,0,8,1590,`636,tkl_rgb.c.obj (ex armino/tuyaos_adapter/libtuyaos_adapter.a),armino/tuyaos_adapter/libtuyaos_adapter.a
